Name,Description,Website,Theme,Focus Area,Opportunity Space,Play,Business Model Option,Friction Point,Business Model,Technologies ,Founded,Headcount,Country,Region,Funded,Funding Stage,Total Funding (USD),TRL,Maturity,Owner,Relevance,Inc. Compass,Hero,Investors,Founded Score,Founded Weighting,Headcount Score,Headcount Weighting,Funding Score,Funding Weighting,TRL Score,TRL Weighting,Total Score,Result
Qatalog,"Working with many teams and tools can get noisy. Qatalog joins everything up and makes it easier to find things, keep people updated, and see the full picture",https://qatalog.com/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,N.a.,,0.3,,0,0,0.7,,0,0,Not Complete
fyi,"Find your documents in 3 clicks or less. Across time zones, teams and tools",https://usefyi.com/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,N.a.,,0.3,,0,0,0.7,,0,0,Not Complete
Monday,"A Work Operative System, where teams create and shape workflow apps, code free - to run any process and project",https://monday.com/,,,,,,,,,,,,,Yes,,$234.10,,Not Complete,,,FALSE,FALSE,"Sapphire Ventures, Stripes, Insight Partners, Genesis Partners",,0.3,,0,,0.7,,0,0,Not Complete
Asana,"Work management platform that helps teams orchestrate their work, from daily tasks to strategic initiatives",https://asana.com/,,,,,,,,,,,,,Yes,,$213.40,,Not Complete,,,FALSE,FALSE,"Founders Fund, 8VC, Lead Edge Capital, G Squared",,0.3,,0,,0.7,,0,0,Not Complete
Mavenlink,"Helps services firms establish an operational system of record that facilitates their business lifecycle, including key capabilities like resource mgmt & project mgmt",https://www.mavenlink.com/,,,,,,,,,,,,,Yes,,$111.50,,Not Complete,,,FALSE,FALSE,"Goldman Sachs, Carrick Capital Partners, Silicon Valley Bank",,0.3,,0,,0.7,,0,0,Not Complete
productboard,"Helping product teams get the right products to market, faster. Understand what users really need, prioritize what to build next etc.",www.productboard.com,,,,,,,,,,,,,Yes,,$64.70,,Not Complete,,,FALSE,FALSE,"Sequoia, Index Ventures, Kleiner Perkins, Credo Ventures, Reflex Capital",,0.3,,0,,0.7,,0,0,Not Complete
Abound,"Online B2B platform for multi-category products. Its product offerings include fashion & accessories, beauty & health care products, home & living care products, food & beverages, pet care products, and more.",https://helloabound.com,Space Management​,Furnishings & Appliances​,(2) Making goods and services more affordable,B2B marketplace/Easing supplier cost-inefficiencies through a vetted procurement network,,,,,2019,,United States of America,North America,Yes,Series B,"$59,600,000.00",,Emerging,Xavier,,FALSE,FALSE,,0.5,0.3,,0,0.4,0.7,,0,0.43,Emerging
Unito,"Automatically synchronizes your projects, tasks and conversations between different work management tools",https://unito.io/,,,,,,,,,,,,,Yes,,$12.90,,Not Complete,,,FALSE,FALSE,"Bessemer, Tom Williams, Social Capital, Real Ventures, Hedgewood",,0.3,,0,,0.7,,0,0,Not Complete
Forecast,Automate work across portfolio and people: project and resource management platform that automates and improves your financial & operational performance,https://www.forecast.app/,,,,,,,,,,,,,Yes,,$9.70,,Not Complete,,,FALSE,FALSE,"Crane Venture Partners, Heartcore, Seed Capital, PreSeed Ventures",,0.3,,0,,0.7,,0,0,Not Complete
Any.do,"All-in-one productivity solution, combining calendar, tasks, lists, reminders and a an assistant that tackles your to-do's for you. With real-time sync across devices",https://www.any.do/,,,,,,,,,,,,,Yes,,$6.00,,Not Complete,,,FALSE,FALSE,"Slow Ventures, Cherubic Ventures, Scrum Ventures, Flint Capital",,0.3,,0,,0.7,,0,0,Not Complete
Taskade,"Real-time organization and collaboration tool for distributed teams. Chat, write, and get work done on the same page",https://www.taskade.com/,,,,,,,,,,,,,Yes,,$5.20,,Not Complete,,,FALSE,FALSE,"Grishin Robotics, YCombinator",,0.3,,0,,0.7,,0,0,Not Complete
Parabol,"After a virtual meeting ends, the attendees can give anonymous feedback on how effective the meeting was, as well as discuss next steps.",https://www.parabol.co/,,,,,,,,,,,,,Yes,,$4.90,,Not Complete,,,FALSE,FALSE,"Haystack, CRV, Slack Fund, Techstars, Flight Ventures, SV Angel",,0.3,,0,,0.7,,0,0,Not Complete
Abound,Online B2B platform for multi-category products,https://helloabound.com/,Support Services​,Expertise & Community,(9) Providing a platform for the many entrepreneurs,,,,,,2019,,United States of America,North America,Yes,Series B,"$59,600,000.00",,Emerging,Glaiza,,TRUE,FALSE,,0.5,0.3,,0,0.4,0.7,,0,0.43,Emerging
Sunsama,"The daily task manager for elite professionals. Organize everything you need to do today in one place. Tasks, meetings, Jira tickets, you name it",https://sunsama.com/,,,,,,,,,,,,,Yes,,$0.20,,Not Complete,,,FALSE,FALSE,"YCombinator, AltaIR Capital, Pioneer Fund, Frontier Ventures, Boost VC",,0.3,,0,,0.7,,0,0,Not Complete
Modern Village,(Slightly off-topic but not really) Superhuman for households: helps working parents automate and organize hundreds of family-related tasks,https://www.modernvillage.com/,,,,,,,,,,,,,Yes,,$0.20,,Not Complete,,,FALSE,FALSE,YCombinator,,0.3,,0,,0.7,,0,0,Not Complete
Doist (Todoist),"Through its product Todoist, Doist keeps track of your tasks, projects, & goals in one simple place. It syncs across all your devices and integrates with your apps",https://doist.com/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,N.a.,,0.3,,0,0,0.7,,0,0,Not Complete
Basecamp,"A private, secure space online where people working together can organize and discuss",https://basecamp.com/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,Bezos Expeditions,,0.3,,0,0,0.7,,0,0,Not Complete
Cycle,All-in-one tool dedicated to product-centric teams: horizontal platform made of flexible building blocks that you can use in customizable workflows,https://cycle.app/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,N.a.,,0.3,,0,0,0.7,,0,0,Not Complete
Aha!,"Product roadmap and marketing planning software: set brilliant strategy, capture customer ideas, create visual roadmaps, and manage marketing programs",https://www.aha.io/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,N.a.,,0.3,,0,0,0.7,,0,0,Not Complete
Paymo,"Helps you manage projects, team schedules, track work time, and invoice clients - all from the same platform",https://www.paymoapp.com/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,N.a.,,0.3,,0,0,0.7,,0,0,Not Complete
InVisionApp,"Design collaboration platform that helps you research, design, review, and test products, offers tools for prototyping, task management, version control etc.",https://www.invisionapp.com/,,,,,,,,,,,,,Yes,,$350.20,,Not Complete,,,FALSE,FALSE,"Spark, Battery, ICONIQ Capital, Accel, FirstMark",,0.3,,0,,0.7,,0,0,Not Complete
Canva,Collaborative interface design tool that enables the entire team’s design process to happen in one online tool.,https://www.canva.com/,,,,,,,,,,,,,Yes,,$241.60,,Not Complete,,,FALSE,FALSE,"General Catalyst, Sequoia, Felicis Ventures, Blackbird Ventures, Bessemer",,0.3,,0,,0.7,,0,0,Not Complete
Figma,"Helps web design teams create, test, and ship designs from its cloud-based software, allowing them to work on designs in tandem, Google Docs style",https://www.figma.com/,,,,,,,,,,,,,Yes,,$82.90,,Not Complete,,,FALSE,FALSE,"Sequoia, Kleiner Perkins, Greylock, Founders Fund, Index Ventures, Coatue",,0.3,,0,,0.7,,0,0,Not Complete
Frame.io,"Streamline your video review and collaboration process with teammates, clients and a variety of stakeholders. It supercharges post-production workflows",https://frame.io/,,,,,,,,,,,,,Yes,,$82.20,,Not Complete,,,FALSE,FALSE,"Insight Partners, FirstMark, Accel, Shasta Ventures, SignalFire",,0.3,,0,,0.7,,0,0,Not Complete
Abstract,Design and workflow platform that helps designers work together. Builds upon and extends the stable technology of Git to host and manage your work,https://www.abstract.com/,,,,,,,,,,,,,Yes,,$54.20,,Not Complete,,,FALSE,FALSE,"Lightspeed, Amplify Partners, Cowboy Ventures, First Round Capital",,0.3,,0,,0.7,,0,0,Not Complete
Pitch,Next generation of content collaboration and presentation software which enables anyone to easily develop and share beautiful presentations,https://pitch.com/,,,,,,,,,,,,,Yes,,$52.70,,Not Complete,,,FALSE,FALSE,"Thrive Capital, BlueYard Capital, Index Ventures, Rahul Vohra, Mike Krieger",,0.3,,0,,0.7,,0,0,Not Complete
Framer,"Tool to design interactive high-fidelity prototypes for iOS, Android, desktop, or the web. Enables users to turn static mockups into interactive prototypes",https://www.framer.com/,,,,,,,,,,,,,Yes,,$33.00,,Not Complete,,,FALSE,FALSE,"Atomico, Accel, Foundation Capital, Designer Fund",,0.3,,0,,0.7,,0,0,Not Complete
Miro,"Whiteboard platform for distributed teams, helping companies work in real-time or asynchronously on an infinite canvas for product development, design & more",https://miro.com/,,,,,,,,,,,,,Yes,,$26.30,,Not Complete,,,FALSE,FALSE,"Accel, AltaIR Capital, Bas Godska",,0.3,,0,,0.7,,0,0,Not Complete
Mural,Digital workspace for visual collaboration. Enables innovative teams to think and collaborate visually to solve important problems together,https://mural.co/,,,,,,,,,,,,,Yes,,$24.30,,Not Complete,,,FALSE,FALSE,"Radian Capital, Alta Ventures Mexico, Intel Capital, 500 Startups",,0.3,,0,,0.7,,0,0,Not Complete
Projector,"Helps you craft your story. From live presentations to Instagram stories, gives you the creative power to captivate an audience; no design skills required",https://projector.com/home/,,,,,,,,,,,,,Yes,,$9.00,,Not Complete,,,FALSE,FALSE,Mayfield Fund,,0.3,,0,,0.7,,0,0,Not Complete
Rive,Tools that allow designers and developers to easily add high-quality real-time animation to their apps and games,https://rive.app/,,,,,,,,,,,,,Yes,,$4.00,,Not Complete,,,FALSE,FALSE,"Andreessen Horowitz, Unusual Ventures, WorkLife Ventures",,0.3,,0,,0.7,,0,0,Not Complete
Ludus,"Presentation tool platform for content creation and sharing, which gathers the best of the web in a simple and intuitive tool for everyone",https://ludus.one/,,,,,,,,,,,,,Yes,,$0.60,,Not Complete,,,FALSE,FALSE,"Kima Ventures, LeanSquare, 122WEST",,0.3,,0,,0.7,,0,0,Not Complete
Snackthis,Figma for Motion Design (most critical skill designers want to learn to stay relevant in the next 2–3 years (top priority for 33% of them)),https://snackthis.co/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,"YCombinator, Kima Ventures",,0.3,,0,0,0.7,,0,0,Not Complete
Moqups,"Visual collaboration tool that combines whiteboard, diagram, and design features in a single, online app",https://moqups.com/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,N.a.,,0.3,,0,0,0.7,,0,0,Not Complete
tray.io,Allows you to quickly integrate your software applications using automated workflows. Build & streamline processes using a simple visual workflow editor,https://tray.io/,,,,,,,,,,,,,Yes,,$109.10,,Not Complete,,,FALSE,FALSE,"True Ventures, Mosaic Ventures, Spark Capital, GGV Capital, Meritech",,0.3,,0,,0.7,,0,0,Not Complete
Workato,Integrate your apps and automate complex business workflows with security and governance. Create powerful integrations between cloud apps in minutes,https://www.workato.com/,,,,,,,,,,,,,Yes,,$105.00,,Not Complete,,,FALSE,FALSE,"Redpoint, Battery, Storm Ventures, Geodesic Capital, Workday Ventures",,0.3,,0,,0.7,,0,0,Not Complete
Webflow,"Allows users to design, build, and launch responsive websites visually, while writing clean, semantic code",https://webflow.com/,,,,,,,,,,,,,Yes,,$74.90,,Not Complete,,,FALSE,FALSE,"Accel, Draper Associates, Khosla Ventures, YCombinator",,0.3,,0,,0.7,,0,0,Not Complete
Pipefy,Cloud-based business process management platform that empowers managers to build and execute any type of workflow through a Kanban-style interface,https://www.pipefy.com/,,,,,,,,,,,,,Yes,,$63.70,,Not Complete,,,FALSE,FALSE,"Insight Partners, OpenView, Trinity Ventures, ONEVC",,0.3,,0,,0.7,,0,0,Not Complete
Dropsource,"Visual development platform for creating powerful, data-driven, and truly native iOS and Android apps without writing any code",https://www.dropsource.com/,,,,,,,,,,,,,Yes,,$10.90,,Not Complete,,,FALSE,FALSE,N.a.,,0.3,,0,,0.7,,0,0,Not Complete
DashDash,"Spreadsheet that gives you access to business data and APIs. You can find and enrich companies and people, track stock prices, send emails, and more",https://dashdash.com/,,,,,,,,,,,,,Yes,,$9.00,,Not Complete,,,FALSE,FALSE,"Accel, Cherry Ventures, Atlantic Labs, Felix Jahn",,0.3,,0,,0.7,,0,0,Not Complete
Internal,Helps companies resolve customer issues through a no-code software that instantly connects the company’s data in useful ways while protecting privacy,https://www.internal.io/,,,,,,,,,,,,,Yes,,$5.00,,Not Complete,,,FALSE,FALSE,"Craft Ventures, Abstract Ventures",,0.3,,0,,0.7,,0,0,Not Complete
Glide,Enables users to create mobile apps from Google Sheets,https://www.glideapps.com/,,,,,,,,,,,,,Yes,,$3.80,,Not Complete,,,FALSE,FALSE,"First Round Capital, YCombinator, Idealab, SV Angel",,0.3,,0,,0.7,,0,0,Not Complete
Thunkable,"Makes a drag-and-drop programming tool to allow anyone to make beautiful, native mobile apps",https://thunkable.com/,,,,,,,,,,,,,Yes,,$3.40,,Not Complete,,,FALSE,FALSE,"YCombinator, Fort Ventures, SV Angel, Liquid 2 Ventures, PJC, Lightspeed",,0.3,,0,,0.7,,0,0,Not Complete
Draftbit,"New way to build cross-platform, native iOS and Android apps in minutes instead of months",https://draftbit.com/,,,,,,,,,,,,,Yes,,$1.60,,Not Complete,,,FALSE,FALSE,"YCombinator, Nameless Ventures, Jeff Nudge, Network Ventures",,0.3,,0,,0.7,,0,0,Not Complete
n8n,“Fair code” workflow automation platform to let developers quickly integrate any of the apps that they use to work together automatically,https://n8n.io/,,,,,,,,,,,,,Yes,,$1.50,,Not Complete,,,FALSE,FALSE,"Sequoia, firstminute, Runa Capital, Tiny VC, System.One, Kevin Hartz",,0.3,,0,,0.7,,0,0,Not Complete
Zapier,"Zapier connects all of your business systems, letting teams build custom work ows with no coding at all",https://zapier.com/home,,,,,,,,,,,,,Yes,,$1.30,,Not Complete,,,FALSE,FALSE,"Bessemer, Zillionize, YCombinator, Threshold, Kevin Hale",,0.3,,0,,0.7,,0,0,Not Complete
Scapic,Platform for building VR/AR content easily. Drag-and-drop editor that makes it simple to build immersive experiences from scratch in minutes,https://scapic.com/,,,,,,,,,,,,,Yes,,$0.50,,Not Complete,,,FALSE,FALSE,"Speciale Invest, Axilor Ventures, Newfort Capital",,0.3,,0,,0.7,,0,0,Not Complete
Retool,Cuts the time it takes to build internal tools in half so you can focus on what matters,https://retool.com/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,"Elad Gil, YCombinator, Daniel Gross, John Collison, Paul Graham",,0.3,,0,0,0.7,,0,0,Not Complete
WorkOS,"Your app, enterprise-ready. Start selling to enterprise customers with just a few lines of code. Add Single Sign-On (SSO) to your app for free",https://workos.com/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,WorkLife Ventures,,0.3,,0,0,0.7,,0,0,Not Complete
Gusto,"Cloud-based payroll, benefits, and human resource management solution for businesses",https://gusto.com/,,,,,,,,,,,,,Yes,,$516.10,,Not Complete,,,FALSE,FALSE,"General Catalyst, Kleiner Perkins, Akkadian Ventures, CapitalG",,0.3,,0,,0.7,,0,0,Not Complete
Carta,"Simplifies & automates equity / cap table management, fundraising admin and more",https://carta.com/,,,,,,,,,,,,,Yes,,$447.80,,Not Complete,,,FALSE,FALSE,"Thrive Capital, Lightspeed, Menlo Ventures, Tribe Capital, Spark, USV",,0.3,,0,,0.7,,0,0,Not Complete
Moveworks,Cloud-based AI platform purpose-built for large enterprises that resolves employees'​ IT support issues,https://www.moveworks.com/,,,,,,,,,,,,,Yes,,$105.00,,Not Complete,,,FALSE,FALSE,"ICONIQ Capital, Kleiner Perkins, Sapphire Ventures",,0.3,,0,,0.7,,0,0,Not Complete
Rippling,"One Modern System for HR & IT — From Payroll and Benefits, to Employee Computers and Apps",https://www.rippling.com/,,,,,,,,,,,,,Yes,,$52.00,,Not Complete,,,FALSE,FALSE,"Kleiner Perkins, YCombinator, FundersClub, Initalized Capital",,0.3,,0,,0.7,,0,0,Not Complete
HyperScience,"Automates manual document processing for global financial services, insurance, healthcare, and government organizations",https://www.hyperscience.com/,,,,,,,,,,,,,Yes,,$48.90,,Not Complete,,,FALSE,FALSE,"Stripes, Felicis Ventures, FirstMark, Battery, QBE Ventures",,0.3,,0,,0.7,,0,0,Not Complete
Ultimate.ai,"Multilingual Customer Service Automation platform that gives customer service agents the AI tools they need to provide faster, smarter responses",https://www.ultimate.ai/,,,,,,,,,,,,,Yes,,$39.90,,Not Complete,,,FALSE,FALSE,"HV Holtzbrinck Ventures, Maki.vc, Techstars, Horizon 2020",,0.3,,0,,0.7,,0,0,Not Complete
Gorgias,Helpdesk which makes support agents 2x more efficient. It automatically suggests how to solve support request,https://www.gorgias.com/,,,,,,,,,,,,,Yes,,$17.40,,Not Complete,,,FALSE,FALSE,"Kima Ventures, CRV, Alven, Amplify Partners, Alive Ideas",,0.3,,0,,0.7,,0,0,Not Complete
Digits,"Building the most advanced, yet easiest to use financial software for businesses",https://digits.com/,,,,,,,,,,,,,Yes,,$10.50,,Not Complete,,,FALSE,FALSE,"Benchmark, Katie Stanton, April Underwood, Eric Wu, Nat Friedman",,0.3,,0,,0.7,,0,0,Not Complete
